,index,Unnamed: 0,Unnamed: 0.1,budget,genres,imdb_id,popularity,release_date,revenue,runtime,vote_average,vote_count,Year,Rated,Runtime,Genre,Country,Ratings,Metascore,imdbRating,imdbVotes
0,0,0,0,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",tt11032374,2300.002,2020-10-16,200000000.0,117.0,6.2,63.0,2020,,,"Animation, Action, Adventure, Fantasy",Japan,[],,,
1,1,5,5,60000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt4823776,1114.882,2020-08-14,4700000.0,95.0,8.3,1080.0,2020,PG,91 min,"Animation, Adventure, Comedy, Family","USA, South Korea","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}]",,6.3,559
2,2,11,11,17000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt8850222,800.753,2020-07-15,35878266.0,114.0,7.0,735.0,2020,Not Rated,116 min,"Action, Horror, Thriller",South Korea,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,5.5,"12,767"
3,3,12,12,200000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",tt4566758,752.0210000000003,2020-09-04,57000000.0,115.0,7.2,2810.0,2020,PG-13,115 min,"Action, Adventure, Drama, Family, Fantasy","USA, Canada, Hong Kong","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,5.4,"67,217"
4,4,14,14,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt8784956,671.9169999999998,2020-07-02,2987741.0,96.0,5.7,594.0,2020,R,96 min,"Action, Crime, Drama, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39.0,5.3,"14,689"
5,5,19,19,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt11576124,532.808,2020-08-20,139757.0,106.0,5.8,345.0,2020,R,105 min,Action,"South Africa, UK","[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",,3.8,"3,564"
6,6,27,27,67000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}]",tt4682266,480.274,2020-08-26,43724804.0,94.0,6.3,523.0,2020,PG-13,94 min,"Action, Horror, Sci-Fi",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,5.5,"13,285"
7,7,29,29,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt8461224,464.408,2020-08-07,942666.0,95.0,6.0,171.0,2020,Not Rated,95 min,"Action, Crime, Drama, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22.0,4.7,"6,003"
8,8,40,40,8819200.0,"[{'id': 878, 'name': 'Science Fiction'}]",tt8060328,385.95300000000003,2020-01-01,32104054.0,129.0,7.0,415.0,2020,Not Rated,134 min,"Action, Sci-Fi",Russia,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,"2,930"
9,9,43,43,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10402, 'name': 'Music'}]",tt6587640,365.17199999999997,2020-03-12,1946164.0,91.0,7.6,1270.0,2020,PG,90 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.1,"13,815"
10,10,45,45,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",tt4532038,347.334,2020-08-27,8982106.0,94.0,6.0,112.0,2020,PG,94 min,"Comedy, Drama, Family",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34.0,5.5,"6,701"
11,11,46,46,75000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",tt7713068,343.0030000000001,2020-02-05,201858461.0,109.0,7.2,6240.0,2020,R,109 min,"Action, Adventure, Crime",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,6.1,"143,603"
12,12,47,47,90000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",tt1502397,339.152,2020-01-15,419074646.0,124.0,7.3,5496.0,2020,R,124 min,"Action, Comedy, Crime, Thriller","USA, Mexico","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.6,"118,071"
13,13,48,48,55000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt7286456,332.89,2019-10-02,1074251311.0,122.0,8.2,15439.0,2019,R,122 min,"Crime, Drama, Thriller","USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,8.5,"883,048"
14,14,50,50,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",tt11107074,327.654,2019-12-20,29900850.0,104.0,8.5,467.0,2019,PG-13,104 min,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",Japan,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70.0,8.0,"2,623"
15,15,52,52,0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",tt3152592,324.772,2020-07-08,9430580.0,94.0,7.4,852.0,2020,PG,93 min,"Animation, Adventure, Comedy, Family, Mystery",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,5.7,"16,840"
16,16,53,53,85000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt3794354,323.622,2020-02-12,306766470.0,99.0,7.5,6049.0,2020,PG,99 min,"Action, Adventure, Comedy, Family, Sci-Fi","USA, Japan, Canada","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,6.5,"79,384"
17,17,61,61,110000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",tt1935859,306.289,2016-09-28,296482446.0,127.0,6.7,7527.0,2016,PG-13,127 min,"Adventure, Drama, Family, Fantasy, Thriller","USA, UK, Belgium, Canada","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,6.7,"153,140"
18,18,63,63,150000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",tt4520988,295.1,2019-11-20,1450026933.0,104.0,7.3,6378.0,2019,PG,103 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.9,"127,004"
19,19,68,68,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",tt5715066,274.936,2020-02-28,106270.0,104.0,6.5,187.0,2020,R,100 min,"Action, Adventure, Fantasy","Norway, USA, UK","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",,5.7,"2,581"
20,20,71,71,200000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",tt7146812,269.92900000000003,2020-02-29,103181419.0,102.0,7.9,3349.0,2020,PG,102 min,"Animation, Adventure, Comedy, Family, Fantasy",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,7.4,"85,409"
21,21,76,76,125000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",tt7975244,257.069,2019-12-04,796575993.0,123.0,7.0,4956.0,2019,PG-13,123 min,"Action, Adventure, Comedy, Fantasy",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58.0,6.7,"177,468"
22,22,77,77,175000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",tt2380307,256.108,2017-10-27,800526015.0,105.0,8.2,12695.0,2017,PG,105 min,"Animation, Adventure, Family, Fantasy, Music, Mystery",USA,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,8.4,"363,183"
23,23,79,79,42000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",tt1634106,252.532,2020-03-05,30234182.0,110.0,6.9,3289.0,2020,PG-13,109 min,"Action, Drama, Sci-Fi",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,5.7,"53,740"
24,24,82,82,79000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",tt7349950,247.237,2019-09-04,473093228.0,169.0,6.9,5191.0,2019,R,169 min,"Drama, Fantasy, Horror","Canada, USA","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58.0,6.5,"199,908"
25,25,83,83,200000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",tt6806448,233.27599999999998,2019-08-01,760098996.0,137.0,6.9,4308.0,2019,PG-13,137 min,"Action, Adventure, Thriller","USA, Japan","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,6.4,"159,628"
26,27,86,86,300000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",tt4154756,229.85,2018-04-25,2046239637.0,149.0,8.3,20091.0,2018,PG-13,149 min,"Action, Adventure, Sci-Fi",USA,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,8.4,"805,496"
27,28,95,95,100000000.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",tt8579674,206.36900000000003,2019-12-25,374733942.0,119.0,7.9,6881.0,2019,R,119 min,"Drama, War","USA, UK, India, Spain, Canada, China","[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,8.3,"386,483"
28,29,99,99,185000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",tt6450804,199.17,2019-10-23,261119292.0,128.0,6.5,2968.0,2019,R,128 min,"Action, Adventure, Sci-Fi","USA, Spain, Hungary, China","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,6.2,"136,372"
29,30,101,101,55000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt6146586,197.18400000000003,2019-05-15,326709727.0,131.0,7.4,5908.0,2019,R,130 min,"Action, Crime, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,7.4,"262,911"
30,31,102,102,12400000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",tt8333746,197.11,2019-12-19,17133446.0,120.0,6.7,764.0,2019,,125 min,"Drama, Fantasy","Italy, France, UK","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",,6.3,"4,487"
31,32,103,103,185000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",tt4777008,195.65599999999998,2019-10-16,491570967.0,118.0,7.4,3818.0,2019,PG,119 min,"Adventure, Family, Fantasy","USA, UK, Canada","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,6.6,"80,051"
32,33,104,104,356000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",tt4154796,193.65900000000002,2019-04-24,2797800564.0,181.0,8.3,15593.0,2019,PG-13,181 min,"Action, Adventure, Drama, Sci-Fi",USA,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,8.4,"772,522"
33,34,105,105,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt10308928,192.562,2020-07-02,215668.0,91.0,5.2,145.0,2020,R,91 min,"Action, Drama",USA,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29.0,4.4,"4,938"
34,35,108,108,160000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",tt6320628,188.549,2019-06-28,1131927996.0,129.0,7.6,8625.0,2019,PG-13,129 min,"Action, Adventure, Sci-Fi",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,7.5,"311,618"
35,36,109,109,14000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt4126476,187.13099999999997,2019-04-11,69497587.0,106.0,7.1,5217.0,2019,PG-13,105 min,"Drama, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30.0,5.3,"33,104"
36,37,113,113,260000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]",tt6105098,182.649,2019-07-12,1656943394.0,118.0,7.2,7010.0,2019,PG,118 min,"Animation, Adventure, Drama, Family, Musical","USA, UK, South Africa","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,6.9,"203,592"
37,38,116,116,175000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt1979376,181.13099999999997,2019-06-19,1073394593.0,100.0,7.6,6233.0,2019,G,100 min,"Animation, Adventure, Comedy, Family, Fantasy",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84.0,7.8,"193,460"
38,39,118,118,138000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt1025100,180.114,2019-10-02,173469516.0,117.0,6.4,3076.0,2019,PG-13,117 min,"Action, Drama, Sci-Fi, Thriller","China, USA, India","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38.0,5.7,"81,375"
39,40,126,126,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",tt9426210,168.34799999999996,2019-07-19,186965409.0,112.0,8.1,668.0,2019,PG-13,112 min,"Animation, Drama, Family, Fantasy, Romance","Japan, China","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,7.6,"18,133"
40,41,128,128,250000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",tt2527338,164.72299999999996,2019-12-18,1074144248.0,142.0,6.6,5852.0,2019,PG-13,141 min,"Action, Adventure, Fantasy, Sci-Fi",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,6.6,"354,619"
41,42,129,129,0.0,"[{'id': 27, 'name': 'Horror'}]",tt1935896,163.69,2013-03-08,21660.0,123.0,4.8,337.0,2012,Not Rated,129 min,"Comedy, Horror","USA, New Zealand","[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,4.7,"17,889"
42,43,132,132,65000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",tt6095472,160.507,2019-08-02,131359052.0,96.0,7.2,893.0,2019,PG,97 min,"Animation, Adventure, Comedy, Family","Finland, USA","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,6.4,"20,264"
43,44,139,139,205000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt6723592,158.121,2020-08-22,347100000.0,150.0,7.5,2229.0,2020,PG-13,150 min,"Action, Sci-Fi","UK, USA","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,7.8,"142,673"
44,45,143,143,150000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",tt5884052,152.87,2019-05-03,433005346.0,105.0,7.0,4393.0,2019,PG,104 min,"Action, Adventure, Comedy, Family, Mystery, Sci-Fi","USA, Japan, UK, Canada","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,6.6,"133,054"
45,46,144,144,90000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",tt4633694,152.36,2018-12-06,375540831.0,117.0,8.4,8277.0,2018,PG,117 min,"Animation, Action, Adventure, Family, Sci-Fi",USA,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87.0,8.4,"344,012"
46,47,145,145,42000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",tt1560220,151.475,2019-10-09,122801777.0,99.0,7.0,3055.0,2019,R,99 min,"Action, Adventure, Comedy, Horror",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,6.7,"132,432"
47,48,148,148,75000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",tt2709692,148.56799999999996,2018-11-08,508575295.0,90.0,6.8,2159.0,2018,PG,85 min,"Animation, Comedy, Family, Fantasy","France, Japan, USA","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.3,"46,173"
48,49,150,150,26000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",tt1224378,147.361,2014-01-30,34592118.0,128.0,5.8,187.0,2014,Not Rated,130 min,"Adventure, Fantasy, Mystery, Thriller","Russia, Ukraine, Czech Republic","[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}]",,5.2,"4,939"
49,50,151,151,97600000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt1950186,147.265,2019-11-13,225508210.0,152.0,8.0,3724.0,2019,PG-13,152 min,"Action, Biography, Drama, Sport",USA,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,8.1,"270,802"
50,51,155,155,50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt1206885,146.85,2019-09-19,91490353.0,89.0,6.4,2257.0,2019,R,89 min,"Action, Thriller","USA, Hong Kong, France, Bulgaria, Spain, Sweden","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26.0,6.1,"78,593"
51,52,159,159,175000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",tt5848272,144.14700000000005,2018-11-20,529221154.0,112.0,7.3,5047.0,2018,PG,112 min,"Animation, Adventure, Comedy, Family, Fantasy",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71.0,7.1,"126,639"
52,53,160,160,35000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",tt1070874,143.523,2020-09-25,104048.0,130.0,7.8,516.0,2020,R,129 min,"Drama, History, Thriller","USA, UK, India","[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,7.9,"50,886"
53,54,161,161,183000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",tt6139732,141.368,2019-05-22,1047612394.0,128.0,7.2,7120.0,2019,PG,128 min,"Adventure, Family, Fantasy, Musical, Romance","UK, USA, Australia","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,7.0,"220,492"
54,55,165,165,80000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt5113040,138.607,2019-05-24,155152550.0,86.0,7.0,1847.0,2019,PG,86 min,"Animation, Adventure, Comedy, Family","USA, France, Japan","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,6.5,"47,624"
55,56,167,167,80000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt5774060,137.542,2020-01-08,40882928.0,95.0,6.3,1685.0,2020,PG-13,95 min,"Action, Horror, Sci-Fi, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48.0,5.8,"53,713"
