,index,Unnamed: 0,Unnamed: 0.1,budget,genres,imdb_id,popularity,release_date,revenue,runtime,vote_average,vote_count,Year,Rated,Runtime,Genre,Country,Ratings,Metascore,imdbRating,imdbVotes
1081,1947,12673,12673,40000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt1308728,20.898000000000003,2018-08-22,27506452.0,91.0,5.7,652.0,2018,R,91 min,"Action, Comedy, Crime, Fantasy, Mystery, Thriller","USA, China, Canada","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27.0,5.4,"23,514"
1082,1948,12674,12674,150000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",tt0963966,20.897,2010-07-13,215283742.0,109.0,6.0,3680.0,2010,PG,109 min,"Action, Adventure, Family, Fantasy",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,6.1,"151,512"
1083,1950,12676,12676,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}]",tt8404614,20.892,2019-11-27,232638.0,125.0,7.6,1841.0,2019,PG-13,125 min,"Biography, Comedy, Drama, History","UK, Italy","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75.0,7.6,"100,841"
1084,1951,12677,12677,5000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",tt3553976,20.892,2016-07-02,5879736.0,119.0,8.0,4590.0,2016,R,118 min,"Comedy, Drama",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,7.9,"183,781"
1085,1952,12678,12678,10000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",tt4644382,20.889,2015-07-10,150000000.0,89.0,7.0,104.0,2015,PG,89 min,"Animation, Action, Adventure, Comedy, Family, Fantasy",China,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}]",,6.8,"3,716"
1086,1956,12685,12685,75000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt1253864,20.869,2011-11-10,226904017.0,110.0,5.9,1804.0,2011,R,110 min,"Action, Drama, Fantasy, Romance","USA, Canada, UK","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,6.0,"159,282"
1087,1958,12690,12690,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}]",tt3608930,20.846999999999998,2016-10-21,53647.0,104.0,5.9,324.0,2016,R,104 min,"Action, Western",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.0,"15,228"
1088,1961,12702,12702,1000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt1560985,20.796,2012-01-06,101758490.0,83.0,4.8,564.0,2012,R,83 min,Horror,USA,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",18.0,4.2,"34,665"
1089,1971,12717,12717,44000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]",tt3460252,20.73,2015-12-25,155760117.0,188.0,7.7,10372.0,2015,R,168 min,"Crime, Drama, Mystery, Thriller, Western",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,7.8,"503,189"
1090,1973,12721,12721,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",tt1945084,20.719,2014-09-20,358156.0,90.0,5.4,404.0,2014,R,92 min,"Action, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,5.1,"16,919"
1091,1975,12723,12723,55000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt1621039,20.717,2013-10-30,110000000.0,91.0,5.9,526.0,2013,PG,91 min,"Animation, Adventure, Comedy, Family, Sci-Fi",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38.0,5.8,"22,201"
1092,1976,12724,12724,3000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt1536044,20.715,2010-10-20,177512032.0,91.0,5.8,1690.0,2010,R,91 min,"Horror, Mystery",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,5.6,"97,523"
1093,1977,12725,12725,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt1327194,20.714000000000002,2012-04-19,99357138.0,101.0,7.0,2664.0,2012,PG-13,101 min,"Drama, Mystery, Romance, War",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39.0,6.5,"100,373"
1094,1985,12735,12735,20000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt2103254,20.674,2014-07-02,100525432.0,97.0,5.3,914.0,2014,R,97 min,"Comedy, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39.0,4.9,"47,276"
1095,1986,12736,12736,35000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1588173,20.671,2013-01-31,116980662.0,97.0,6.4,4826.0,2013,PG-13,98 min,"Comedy, Horror, Romance","USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,6.8,"217,168"
1096,1987,12737,12737,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt4781612,20.666999999999998,2016-08-19,35000.0,109.0,6.4,875.0,2016,R,109 min,"Biography, Crime, Drama, Thriller, War",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,6.5,"41,565"
1097,1990,12745,12745,5000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",tt1714203,20.628,2012-05-11,8493728.0,83.0,4.2,646.0,2012,R,83 min,"Comedy, Horror","USA, Japan","[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24.0,3.7,"39,547"
1098,1992,12748,12748,110000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",tt1355644,20.619,2016-12-21,303144152.0,116.0,6.9,9856.0,2016,PG-13,116 min,"Drama, Romance, Sci-Fi, Thriller","USA, Australia","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,7.0,"342,094"
1099,1994,12751,12751,21000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1045658,20.616999999999997,2012-09-08,236412453.0,122.0,7.1,9178.0,2012,R,122 min,"Comedy, Drama, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,7.7,"652,877"
1100,1995,12752,12752,90000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",tt0359950,20.614,2013-12-18,188133322.0,114.0,7.1,5771.0,2013,PG,114 min,"Comedy, Drama, Fantasy, Romance","USA, UK","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,7.3,"289,931"
1101,1996,12755,12755,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt2503944,20.604,2015-10-02,36606743.0,100.0,6.5,2308.0,2015,R,101 min,"Comedy, Drama","USA, UK","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42.0,6.6,"104,773"
1102,1999,12758,12758,30000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",tt0844993,20.601999999999997,2011-04-29,13521829.0,86.0,5.1,369.0,2011,PG,86 min,"Animation, Comedy, Crime, Family, Mystery",USA,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",20.0,4.7,"12,007"
1103,2000,12761,12761,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt5078204,20.587,2016-12-07,1447740.0,118.0,7.8,2382.0,2016,,118 min,"Comedy, Drama","France, UK","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",,7.4,"21,783"
1104,2006,12772,12772,8500000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt1666801,20.543000000000006,2015-02-20,43528634.0,100.0,6.8,3560.0,2015,PG-13,101 min,"Comedy, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,6.5,"82,321"
1105,2008,12775,12775,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",tt2702920,20.526999999999997,2020-04-15,889816.0,99.0,6.9,188.0,2020,PG,99 min,"Drama, Family, Fantasy","UK, France, USA, China","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,5.5,"3,091"
1106,2011,12781,12781,30000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt4513674,20.51,2016-05-11,43763247.0,97.0,6.5,1984.0,2016,PG-13,96 min,"Comedy, Drama, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.6,"69,634"
1107,2014,12786,12786,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt1401152,20.483,2011-02-16,130786397.0,113.0,6.6,2665.0,2011,PG-13,113 min,"Action, Thriller","UK, Germany, France, USA","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,6.8,"245,485"
1108,2019,12797,12797,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt1742334,20.444000000000006,2014-03-28,22126842.0,110.0,5.6,965.0,2014,R,109 min,"Action, Crime, Drama, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,5.7,"58,625"
1109,2023,12804,12804,3500000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt1072748,20.424,2018-02-02,25091816.0,100.0,5.9,1281.0,2018,PG-13,99 min,"Biography, Drama, Fantasy, Horror, Mystery, Thriller","Australia, USA","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28.0,5.4,"29,614"
1110,2024,12805,12805,58000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",tt0485985,20.42,2012-01-19,50365377.0,125.0,6.1,321.0,2012,PG-13,125 min,"Action, Drama, History, War",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,5.9,"33,131"
1111,2025,12806,12806,0.0,"[{'id': 99, 'name': 'Documentary'}]",tt2870648,20.419,2015-07-03,8413144.0,128.0,7.6,868.0,2015,R,128 min,"Documentary, Biography, Music",UK,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85.0,7.8,"47,935"
1112,2027,12808,12808,20000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",tt0455407,20.412,2010-02-26,54956140.0,101.0,6.2,1300.0,2010,R,101 min,"Horror, Thriller","USA, United Arab Emirates","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,6.5,"110,692"
1113,2029,12815,12815,50000000.0,"[{'id': 18, 'name': 'Drama'}]",tt1210166,20.392,2011-09-22,110206216.0,134.0,7.2,3154.0,2011,PG-13,133 min,"Biography, Drama, Sport",USA,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87.0,7.6,"357,399"
1114,2032,12822,12822,60000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt1559547,20.357,2013-02-13,60052138.0,124.0,5.9,2287.0,2013,PG-13,124 min,"Drama, Fantasy, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52.0,6.1,"83,194"
1115,2036,12829,12829,22000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt1726592,20.338,2014-09-03,15447154.0,92.0,6.5,1397.0,2014,R,92 min,"Drama, Mystery, Thriller","UK, USA, France, Sweden","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,6.3,"70,611"
1116,2039,12832,12832,5000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",tt2980592,20.325,2014-09-17,2367161.0,100.0,6.6,1198.0,2014,R,100 min,"Action, Crime, Drama, Mystery, Thriller","USA, UK","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,6.7,"89,420"
1117,2049,12845,12845,120000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",tt0990407,20.288,2011-01-12,227817248.0,119.0,5.5,2332.0,2011,PG-13,119 min,"Action, Comedy, Crime",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39.0,5.8,"154,322"
1118,2051,12847,12847,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",tt7315484,20.28,2019-05-16,2325977.0,91.0,6.0,871.0,2019,PG-13,90 min,"Drama, Horror, Sci-Fi, Thriller","Canada, Germany","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25.0,5.3,"35,773"
1119,2054,12851,12851,32000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt2238032,20.273,2016-07-21,58500000.0,107.0,5.6,427.0,2016,PG-13,107 min,"Action, Adventure, Comedy, Crime, Thriller","China, Hong Kong, Netherlands, USA","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,5.7,"18,923"
1120,2055,12852,12852,102000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",tt1371111,20.272000000000002,2012-10-26,130482868.0,172.0,6.8,5354.0,2012,R,172 min,"Action, Drama, Mystery, Sci-Fi","USA, Germany, Hong Kong, Singapore, China","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,7.4,"341,941"
1121,2056,12853,12853,19000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt8097306,20.268,2018-10-31,29152618.0,110.0,6.2,203.0,2018,R,110 min,"Comedy, Drama, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39.0,4.8,"6,119"
1122,2058,12857,12857,14800000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt2268016,20.254,2015-07-01,117813057.0,115.0,6.2,1355.0,2015,R,115 min,"Comedy, Drama, Music",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,5.6,"51,474"
1123,2059,12859,12859,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]",tt3860916,20.236,2017-10-06,56385.0,105.0,6.4,1104.0,2017,TV-MA,105 min,"Drama, Horror, Sci-Fi, Thriller",Australia,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,6.3,"34,831"
1124,2064,12864,12864,17000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt4052882,20.227999999999998,2016-06-24,119100758.0,86.0,6.3,3835.0,2016,PG-13,86 min,"Drama, Horror, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.3,"118,299"
1125,2066,12866,12866,28000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt1430612,20.217,2014-04-22,68896829.0,90.0,5.9,1132.0,2014,PG-13,90 min,"Action, Crime, Thriller","France, Canada, USA, Spain","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40.0,5.7,"39,582"
1126,2068,12868,12868,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",tt0989757,20.195,2010-02-04,114977104.0,115.0,6.8,3246.0,2010,PG-13,108 min,"Drama, Romance, War",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,6.3,"137,070"
1127,2070,12871,12871,25000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1411238,20.189,2011-01-21,149228077.0,107.0,6.3,3446.0,2011,R,108 min,"Comedy, Romance","USA, UK","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,6.2,"211,151"
1128,2074,12879,12879,80000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt1219342,20.159000000000002,2010-07-10,140073390.0,97.0,6.7,1563.0,2010,PG,97 min,"Animation, Action, Adventure, Family, Fantasy, Mystery, Thriller, War","USA, Australia","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,6.9,"77,137"
1129,2076,12886,12886,36000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",tt0377981,20.137,2011-01-13,189712432.0,84.0,5.8,1409.0,2011,G,84 min,"Animation, Adventure, Comedy, Family, Romance","UK, USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,5.9,"51,865"
1130,2078,12891,12891,13000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt1911644,20.125,2013-03-14,68572378.0,94.0,6.7,2157.0,2013,R,94 min,"Crime, Drama, Horror, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.7,"111,381"
1131,2081,12896,12896,61000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt1272878,20.11,2013-08-02,131940411.0,109.0,6.5,2913.0,2013,R,109 min,"Action, Comedy, Crime, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,6.7,"193,818"
1132,2082,12897,12897,8000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1800246,20.086,2014-01-29,26049082.0,94.0,6.1,2067.0,2014,R,94 min,"Comedy, Romance",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36.0,6.1,"97,001"
1133,2085,12902,12902,30000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",tt2377322,20.083,2014-07-01,87937815.0,118.0,6.2,1417.0,2014,R,118 min,"Horror, Mystery, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40.0,6.2,"69,632"
1134,2087,12905,12905,13000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt3647498,20.076,2016-08-11,6903033.0,88.0,6.1,1058.0,2016,R,88 min,"Action, Crime, Drama, Thriller",France,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,6.4,"58,688"
1135,2092,12912,12912,30000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt0383010,20.049,2012-04-13,54819301.0,92.0,5.3,297.0,2012,PG,92 min,"Comedy, Family",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,5.1,"29,704"
1136,2093,12913,12913,31000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt1524930,20.045,2015-07-28,104384188.0,99.0,6.3,2651.0,2015,R,99 min,"Adventure, Comedy",USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34.0,6.1,"97,694"
1137,2099,12921,12921,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt6222118,20.019000000000002,2020-10-01,118666.0,97.0,6.0,59.0,2020,R,97 min,"Action, Thriller",USA,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,4.4,"1,727"
1138,2100,12923,12923,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",tt3967976,20.011,2017-07-22,1488577.0,111.0,8.5,2.0,2017,,111 min,Animation,Japan,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,41
